아파트ID,아파트명,지번주소,위도,경도,동수,세대수,임대수,용적률,건폐율,주차대수,건설사
1113,삼성,서울시 노원구 중계동 593,37.649336,127.083012,7,478,0,307,28,563,삼성중공업(주)
14299,삼창타워프라자(주상복합),서울시 노원구 중계동 584-1,37.65895,127.07255,1,203,0,385,46,416,삼창산업개발(주)
239,성원,서울시 노원구 중계동 580,37.650225,127.069935,3,402,0,368,28,346,성원건설(주)
8411,성원2차,서울시 노원구 중계동 581,37.661322,127.075236,1,167,0,376,35,127,성원건설(주)
8218,신안,서울시 노원구 중계동 590,37.651349,127.072006,2,250,0,278,22,258,주식회사 신안
8412,신일(주상복합),서울시 노원구 중계동 589,37.658472,127.074898,1,94,0,386,40,105,(주)신일건업
1108,양지대림,서울시 노원구 중계동 587,37.65175,127.071366,5,508,0,328,25,560,대림산업(주)
241,양지대림2차,서울시 노원구 중계동 588,37.653759,127.07252,8,652,0,331,24,695,대림산업(주)
243,염광,서울시 노원구 중계동 445,37.656737,127.073072,5,791,0,384,27,700,염광건설(주)
102485,우암(주상복합),서울시 노원구 중계동 27,37.643987,127.083474,1,19,0,399,59,41,우암주택건설산업
11191,이연아마빌레,서울시 노원구 중계동 58-34,37.6467,127.082634,1,19,0,160,52,52,이연건설(주)
101558,정진아트리움,서울시 노원구 중계동 137-39,37.662,127.075489,1,19,0,249,49,17,동승산업개발(주)
3256,중계건영,서울시 노원구 중계동 586,37.661609,127.076196,1,120,0,402,36,103,(주)건영건설
240,중계그린,서울시 노원구 중계동 502-1,37.644693,127.063216,25,3481,0,191,17,1311,"롯데건설(주),라이프주택(주),신동아건설(주),(주)삼호"
231,중계금호타운,서울시 노원구 중계동 583,37.647061,127.081272,3,424,0,355,31,344,주식회사 금호건설
925,중계무지개,서울시 노원구 중계동 513,37.643671,127.066073,14,2433,0,193,17,893,도시개발공사
109,중계우성3차,서울시 노원구 중계동 585,37.652627,127.072976,2,213,0,320,25,197,우성건설(주)
244,중계주공10단지,서울시 노원구 중계동 360-16,37.64803,127.07327,3,330,0,207,21,330,한주개발(주)
1109,중계주공2단지,서울시 노원구 중계동 369,37.65758,127.07801,10,1800,0,207,15,779,한진종합건설(주)외
924,중계주공4단지,서울시 노원구 중계동 358-2,37.655766,127.076779,5,690,0,180,12,450,
245,중계주공5단지,서울시 노원구 중계동 359-1,37.653296,127.076617,18,2328,0,183,12,1500,대한주택공사
1110,중계주공6단지,서울시 노원구 중계동 364-12,37.648678,127.078385,4,600,0,164,12,238,(주)한양
1111,중계주공7단지,서울시 노원구 중계동 363-1,37.647283,127.079751,5,630,0,176,16,241,(주)한양
246,중계주공8단지,서울시 노원구 중계동 362-1,37.646213,127.075378,6,696,0,191,14,315,한양(주)
105098,중계한화꿈에그린더퍼스트,서울시 노원구 중계동 606,37.659421,127.074515,4,283,34,270,20,415,(주)한화건설
8415,중계현대2차,서울시 노원구 중계동 578,37.647807,127.084594,2,140,0,173,23,120,현대건설주식회사
927,중앙하이츠,서울시 노원구 중계동 161-1,37.659631,127.076731,5,499,0,293,25,327,중앙산업주식회사
25868,중앙하이츠아쿠아,서울시 노원구 중계동 514,37.645072,127.067823,4,219,0,214,32,247,(주)중앙건설
247,진로대림,서울시 노원구 중계동 78,37.648769,127.081885,1,192,0,208,19,164,대림산업(주)
249,청구3차,서울시 노원구 중계동 360-2,37.649944,127.074346,9,780,0,196,21,912,(주)청구
26636,청목세루비트,서울시 노원구 중계동 510-2,37.641367,127.068753,2,16,0,177,46,22,(주)청목씨엠건설
14198,청암3단지,서울시 노원구 중계동 582,37.661104,127.079637,5,180,0,169,24,208,요진산업(주)
107284,코지아뜨리에,서울시 노원구 중계동 137-28,37.662016,127.075262,1,9,0,249,40,11,(주)코지종합건설
119470,한신월드,서울시 노원구 중계동 68-1,37.648442,127.083636,1,18,0,232,42,20,윤당종합건설(주)
10042,한화꿈에그린,서울시 노원구 중계동 598,37.647408,127.083013,8,448,0,242,22,530,(주)한화건설
253,현대1차,서울시 노원구 중계동 577,37.648941,127.085555,3,211,0,198,26,133,현대건설(주)
250,현대2차,서울시 노원구 중계동 435-1,37.656203,127.07394,3,313,0,252,19,0,현대산업개발(주)
252,현대3차,서울시 노원구 중계동 576,37.65048,127.08175,2,130,0,172,18,130,현대산업개발주식회사
254,현대5차,서울시 노원구 중계동 49,37.647194,127.084443,3,268,0,197,34,256,현대산업개발(주)
1114,현대6차,서울시 노원구 중계동 34-5,37.645194,127.083557,5,453,0,286,24,453,현대건설(주)
1115,화인(주상복합),서울시 노원구 중계동 579,37.6494,127.08136,1,48,0,332,57,48,요진산업주식회사
255,극동.건영.벽산,서울시 노원구 하계동 271-3,37.63561,127.064282,12,1980,0,231,17,1241,"극동건설,건영,한국건업"
125962,레드원(도시형),서울시 노원구 하계동 135-11,37.634521,127.071084,1,15,0,135,58,4,상지건설 (주)
257,미성,서울시 노원구 하계동 280,37.63457,127.069518,6,685,0,212,0,570,
26630,삼성씨티빌,서울시 노원구 하계동 276,37.633652,127.070764,3,52,0,152,47,59,"옥진종합건설(주),영진종합건설(주)"
260,삼익선경,서울시 노원구 하계동 255-1,37.63926,127.076892,6,396,0,219,18,576,"삼익,선경건설"
13404,아주,서울시 노원구 하계동 167-10,37.635916,127.07443,1,18,0,282,59,17,동안종합건설(주)
262,장미,서울시 노원구 하계동 273,37.63344,127.06756,15,1880,0,192,18,540,도시개발공사
25841,청구(284),서울시 노원구 하계동 284,37.638176,127.068612,5,660,0,214,15,330,청구
1116,청구3차,서울시 노원구 하계동 251-12,37.639578,127.07273,1,39,0,194,24,45,(주)청구
126,청솔,서울시 노원구 하계동 274,37.63242,127.071052,8,1192,0,206,17,379,
8852,코오롱마들마을,서울시 노원구 하계동 252-2,37.637735,127.076639,3,68,0,119,37,104,코오롱건설(주)
3257,하계1차청구,서울시 노원구 하계동 251,37.63958,127.071722,10,700,0,198,21,779,청구(주)
1270,하계우방,서울시 노원구 하계동 353,37.637571,127.077502,2,288,0,395,28,304,우방(주)
13214,하계청구(279),서울시 노원구 하계동 279,37.63442,127.071038,5,80,0,0,0,42,(주)청구
1118,하계현대,서울시 노원구 하계동 288,37.644682,127.072089,12,730,0,252,23,810,현대산업개발(주)
128,학여울청구,서울시 노원구 하계동 354,37.636244,127.061237,16,1476,0,214,18,1704,(주)청구
263,한신,서울시 노원구 하계동 284,37.637505,127.069153,4,1200,0,214,15,321,한신공영(주)
1117,한신동성,서울시 노원구 하계동 256-5,37.640408,127.075156,6,498,0,219,22,666,한신공영(주)
9593,한신코아,서울시 노원구 하계동 285,37.639825,127.069668,12,160,0,110,34,237,한신공영(주)
261,"현대,우성",서울시 노원구 하계동 270,37.636854,127.066394,12,1320,0,209,11,1386,"우성건설,현대산업개발"
1119,극동,서울시 도봉구 도봉동 81-1,37.682636,127.049803,2,205,0,235,20,164,극동건설
123024,다이아포레,서울시 도봉구 도봉동 634-6,37.672214,127.046765,1,16,0,237,49,11,(주)삼오건설
174378,도봉금호어울림리버파크,서울시 도봉구 도봉동 95,37.673337,127.047317,5,299,60,0,0,358,금호건설(주)
121149,도봉미성,서울시 도봉구 도봉동 596-7,37.677283,127.043944,1,14,0,292,59,17,프라임건설(주)
18985,도봉산리베니움,서울시 도봉구 도봉동 571,37.685538,127.043417,2,49,0,188,41,55,(주)호동종합건설
113452,도봉숲아뜨리움(도시형),서울시 도봉구 도봉동 593-37,37.678226,127.042452,5,172,0,149,40,165,성보건설산업(주)
164357,도봉역다움하우스(도시형),서울시 도봉구 도봉동 600-29,37.676195,127.044225,1,8,0,299,57,8,예일건설(주)
856,도봉유원,서울시 도봉구 도봉동 83,37.682328,127.04839,3,286,0,225,0,143,유원건설(주)
100828,도봉파크빌2단지,서울시 도봉구 도봉동 647,37.684112,127.050657,2,139,0,224,17,158,유진건설(주)외1
10858,도봉파크빌3단지,서울시 도봉구 도봉동 644,37.687341,127.048893,3,200,0,222,17,230,유진건설(주)외1
267,도봉한신,서울시 도봉구 도봉동 30-1,37.686235,127.047966,25,2678,0,283,20,2462,한신공영(주)
101720,도봉한양수자인(주상복합),서울시 도봉구 도봉동 657,37.674636,127.047638,1,80,0,399,59,148,
3368,동아에코빌,서울시 도봉구 도봉동 654,37.681662,127.04693,7,526,0,334,23,721,동아건설산업(주)
113669,디자인빌(도시형),서울시 도봉구 도봉동 632-1,37.674907,127.047805,1,16,0,349,59,11,정원종합건설(주)
11791,래미안도봉,서울시 도봉구 도봉동 655,37.68001,127.047059,7,448,0,244,18,489,삼성물산(주)
3259,럭키,서울시 도봉구 도봉동 595,37.679499,127.044016,5,630,0,219,19,540,럭키개발(주)
149485,리치하우스,서울시 도봉구 도봉동 596-12,37.677641,127.044225,1,8,0,277,59,4,(주)동국종합건설
148405,삼안리치,서울시 도봉구 도봉동 570-10,37.685755,127.044824,1,11,0,240,59,8,(주)삼안종건
265,삼환도봉,서울시 도봉구 도봉동 87,37.681102,127.04836,4,660,0,226,0,423,㈜삼환까뮤
8568,서광,서울시 도봉구 도봉동 643,37.678204,127.049871,3,159,45,201,35,90,융창종합건설(주)
266,서울가든,서울시 도봉구 도봉동 555,37.686868,127.041563,3,348,0,270,0,0,삼익건설(주)
1120,서원,서울시 도봉구 도봉동 641,37.670869,127.047618,16,2450,734,246,20,693,(주)삼익
11928,신도봉,서울시 도봉구 도봉동 588,37.6793,127.04159,1,49,0,159,33,36,창천종합건설(주)
13340,양우내안애,서울시 도봉구 도봉동 656,37.683454,127.049543,3,147,0,223,23,172,양우건설(주)
107197,우영,서울시 도봉구 도봉동 556-18,37.687191,127.043702,1,19,0,241,52,19,(주)광명종합건설
11425,중흥S-클래스,서울시 도봉구 도봉동 51-12,37.684766,127.046794,1,141,0,249,27,161,합자회사중흥주택
147140,포레라스(주상복합),서울시 도봉구 도봉동 600-20,37.676559,127.044075,1,11,0,297,56,8,혜성종합건설(주)
3258,현대성우,서울시 도봉구 도봉동 642,37.67623,127.0478,1,190,0,391,32,228,(주)성우종합건설
268,거성학마을,서울시 도봉구 방학동 701-15,37.666532,127.039456,3,347,0,339,29,0,(주)거성주택
3260,극동,서울시 도봉구 방학동 730,37.66462,127.02664,2,167,0,302,0,147,극동건설(주)
13850,금광포란재,서울시 도봉구 방학동 714-1,37.664685,127.044966,2,105,0,252,21,95,(주)금광건업
2980,대상타운현대,서울시 도봉구 방학동 720-1,37.665538,127.047902,16,1278,0,301,19,1985,대상(주)
269,대원그린,서울시 도봉구 방학동 444-31,37.662844,127.02809,2,220,0,265,0,0,태백건설
149265,도봉롯데캐슬골든파크(민간임대),서울시 도봉구 방학동 717-6번지 일원,37.667654,127.045515,2,282,282,0,0,362,롯데건설(주)
17711,동부센트레빌,서울시 도봉구 방학동 689,37.664003,127.038706,4,258,0,242,23,380,동부건설
17411,동양크레오,서울시 도봉구 방학동 740,37.66468,127.030016,4,212,0,241,29,241,(주)동양고속건설
151854,동우아이파크(도시형),서울시 도봉구 방학동 700-19,37.665975,127.038003,1,18,0,188,54,9,
117572,동일,서울시 도봉구 방학동 621-6,37.668526,127.035345,1,19,0,295,59,18,삼인종합건설(주)
139502,라벨라(주상복합),서울시 도봉구 방학동 669-10,37.661781,127.032513,1,17,0,228,44,14,스마트중앙건설주식회사
145298,매경더힐스(도시형),서울시 도봉구 방학동 717-3,37.667112,127.044645,1,10,0,499,59,7,매경종합건설(주)
25830,방학ESA3단지(주상복합),서울시 도봉구 방학동 716-1,37.666773,127.044746,1,84,0,472,57,125,주식회사 S.R개발
3004,방학삼성래미안1단지,서울시 도봉구 방학동 720-18,37.667118,127.047269,11,603,0,249,14,1024,삼성물산(주)
17303,방학삼성래미안2단지,서울시 도봉구 방학동 715-12,37.664829,127.046052,5,288,0,254,17,328,삼성물산(주)
117806,방학지음재힐스(도시형),서울시 도봉구 방학동 717-2,37.66744,127.044813,1,187,0,305,59,94,(주)도시공감
270,벽산1차,서울시 도봉구 방학동 275,37.660456,127.032371,4,489,0,213,0,0,벽산건설(주)
3261,벽산2차,서울시 도봉구 방학동 496,37.658928,127.02524,4,318,0,335,32,234,벽산건설(주)
117602,부영팰리스,서울시 도봉구 방학동 690-3,37.664058,127.037432,1,19,0,278,59,19,성동종합건설(주)
103050,부흥(주상복합),서울시 도봉구 방학동 618-1,37.666148,127.032184,1,19,0,251,60,23,하택종합건설(주)
152644,북한산청호,서울시 도봉구 방학동 743,37.664297,127.03955,2,50,0,199,49,50,북한산종합건설
104745,북한산팰리스,서울시 도봉구 방학동 522,37.657888,127.021513,1,15,0,237,49,31,
8824,브라운스톤방학,서울시 도봉구 방학동 713,37.663649,127.045058,3,174,0,0,0,206,이수건설주식회사
272,삼익세라믹,서울시 도봉구 방학동 274,37.661505,127.033944,4,476,0,239,0,260,삼익건설(주)
273,성원,서울시 도봉구 방학동 735,37.661911,127.03624,4,258,0,251,25,0,성원건설(주)
101855,성원(105동),서울시 도봉구 방학동 266-3,37.661216,127.036068,1,17,0,216,29,20,성원건설 주식회사
126722,성진파크뷰1101,서울시 도봉구 방학동 741,37.660925,127.035225,1,70,0,201,39,57,성진종합건설(주)
113161,송학휴스테이,서울시 도봉구 방학동 636,37.667052,127.036102,3,134,0,199,38,100,(주)에이치에스건설
168459,스카이드림타운(도시형),서울시 도봉구 방학동 715-3,37.66529,127.044783,3,29,0,246,53,25,(주)스카이드림건설
274,신동아1단지,서울시 도봉구 방학동 272,37.660704,127.028651,30,3169,0,201,0,1774,신동아건설(주)
275,신동아2단지,서울시 도봉구 방학동 531,37.659392,127.023613,9,660,0,259,0,583,신동아건설주식회사
277,신동아3단지,서울시 도봉구 방학동 530,37.660325,127.023034,3,210,0,211,20,0,신동아건설주식회사
278,신동아4단지,서울시 도봉구 방학동 732,37.662542,127.029737,3,361,0,290,27,282,신동아건설(주)
929,신동아5단지,서울시 도봉구 방학동 738,37.663641,127.028556,1,153,0,0,0,188,신동아건설(주)
1121,신동아타워(주상복합),서울시 도봉구 방학동 736,37.662156,127.028836,1,104,0,397,43,115,신동아건설(주)
17156,신우,서울시 도봉구 방학동 318-2,37.664735,127.032973,18,255,0,0,0,0,
12807,신주,서울시 도봉구 방학동 695-10,37.664108,127.036053,2,34,0,0,0,24,신주종합건설(주)
279,우성1차,서울시 도봉구 방학동 507,37.657961,127.023813,8,658,0,247,23,373,우성건설(주)
280,우성2차,서울시 도봉구 방학동 508,37.657053,127.021796,5,558,0,281,24,462,우성건설(주)
10175,우암쎈스뷰,서울시 도봉구 방학동 713-12,37.66385,127.04571,1,83,0,264,25,84,우암종합건설(주)
8324,이에스에이(주상복합),서울시 도봉구 방학동 718-7,37.668653,127.045459,5,296,0,566,54,563,(주)에스알개발
100248,이에스에이2(주상복합),서울시 도봉구 방학동 716-5,37.666221,127.04549,4,225,0,572,51,371,(주)에스알개발
281,청구,서울시 도봉구 방학동 734,37.657333,127.026348,10,978,0,239,24,638,(주)청구
112599,청화,서울시 도봉구 방학동 669-7,37.661847,127.032897,1,18,0,225,39,20,소명종합건설주식회사
100611,태솔에버빌(101동),서울시 도봉구 방학동 712-5,37.662423,127.046083,1,18,0,247,32,19,(주)프름에씨앤씨
100612,태솔에버빌(102동),서울시 도봉구 방학동 712-17,37.662551,127.045889,1,15,0,249,38,15,(주)프롬에씨앤씨
117932,태양,서울시 도봉구 방학동 612-34,37.667846,127.031133,1,9,0,243,58,9,주)이례건축개발
105995,퍼스티안(도시형),서울시 도봉구 방학동 705-17,37.667469,127.043864,1,135,0,358,41,35,대호아이피종합건설(주)
146102,피스풀하우스(도시형),서울시 도봉구 방학동 673-25,37.662351,127.038924,1,10,0,222,49,8,(주)동진건설
144629,한원힐트리움아레나(도시형),서울시 도봉구 방학동 725-9,37.661826,127.049911,1,26,0,249,42,25,(주)한원건설그룹
